VM Name,Cores,Memory,RequiresSSD
VM-5561,2,4,N
VM-5562,1,2,N
VM-5563,2,4,N
VM-5564,2,4,N
VM-5565,2,4,N
VM-5566,2,4,N
VM-5567,2,4,N
VM-5568,1,2,N
VM-5569,2,4,N
VM-5570,2,4,N
VM-5571,2,4,N
VM-5572,2,4,N
VM-5573,2,4,N
VM-5574,2,4,N
VM-5575,2,4,N
VM-5576,2,4,N
VM-5577,2,4,N
VM-5578,2,4,N
VM-5579,2,4,N
VM-5580,2,4,N
VM-5581,2,4,N
VM-5582,2,4,N
VM-5583,2,4,N
VM-5584,2,4,N
VM-5585,2,4,N
VM-5586,2,4,N
VM-5587,2,4,N
VM-5588,2,4,N
VM-5589,2,4,N
VM-5590,2,4,N
VM-5591,2,4,N
VM-5592,2,4,N
VM-5593,16,4,N
VM-5594,2,8,N
VM-5595,2,4,N
VM-5596,2,8,N
VM-5597,2,8,N
VM-5598,2,8,N
VM-5599,2,8,N
VM-5600,2,8,N
VM-5601,2,8,N
VM-5602,8,16,N
VM-5603,2,8,N
VM-5604,2,4,N
VM-5605,2,8,N
VM-5606,2,8,N
VM-5607,2,8,N
VM-5608,2,8,N
VM-5609,2,4,N
VM-5610,2,8,N
VM-5611,2,8,N
VM-5612,2,4,N
VM-5613,2,8,N
VM-5614,2,8,N
VM-5615,2,8,N
VM-5616,1,4,N
VM-5617,2,8,N
VM-5618,2,8,N
VM-5619,2,8,N
VM-5620,2,8,N
VM-5621,2,8,N
VM-5622,2,8,N
VM-5623,2,8,N
VM-5624,2,8,N
VM-5625,2,8,N
VM-5626,2,8,N
VM-5627,2,8,N
VM-5628,2,8,N
VM-5629,2,8,N
VM-5630,2,8,N
VM-5631,4,7,N
VM-5632,2,8,N
VM-5633,2,8,N
VM-5634,2,8,N
VM-5635,2,8,N
VM-5636,2,8,N
VM-5637,1,8,N
VM-5638,2,8,N
VM-5639,8,56,N
VM-5640,2,8,N
VM-5641,14,256,N
VM-5642,2,8,N
VM-5643,2,4,N
VM-5644,2,8,N
VM-5645,2,4,N
VM-5646,2,4,N
VM-5647,2,8,N
VM-5648,2,4,N
VM-5649,2,8,N
VM-5650,2,16,N
VM-5651,2,8,N
VM-5652,2,8,N
VM-5653,2,4,N
VM-5654,4,28,N
VM-5655,6,64,N
VM-5656,6,64,N
VM-5657,4,8,N
VM-5658,4,16,N
VM-5659,2,32,N
VM-5660,4,8,N
VM-5661,8,64,N
VM-5662,16,128,N
VM-5663,4,9,N
VM-5664,4,8,N
VM-5665,8,64,N
VM-5666,4,16,N
VM-5667,8,14,N
VM-5668,14,64,N
VM-5669,16,128,N
VM-5670,8,64,N
VM-5671,8,64,N
VM-5672,4,8,N
VM-5673,8,14,N
VM-5674,8,56,N
VM-5675,8,14,N
VM-5676,2,8,N
VM-5677,16,128,N
VM-5678,2,8,N
VM-5679,8,64,N
VM-5680,8,12,N
VM-5681,2,8,N
VM-5682,2,8,N
VM-5683,2,8,N
VM-5684,8,64,N
VM-5685,2,8,N
VM-5686,4,16,N
VM-5687,8,64,N
VM-5688,2,8,N
VM-5689,2,8,N
VM-5690,2,8,N
VM-5691,2,8,N
VM-5692,2,8,N
VM-5693,4,28,N
VM-5694,2,8,N
VM-5695,8,56,N
VM-5696,2,8,N
VM-5697,8,14,N
VM-5698,4,8,N
VM-5699,2,8,N
VM-5700,4,16,N
VM-5701,2,8,N
VM-5702,16,128,N
VM-5703,2,8,N
VM-5704,8,64,N
VM-5705,2,8,N
VM-5706,4,8,N
VM-5707,4,7,N
VM-5708,2,8,N
VM-5709,16,128,N
VM-5710,2,8,N
VM-5711,4,16,N
VM-5712,2,8,N
VM-5713,8,64,N
VM-5714,2,8,N
VM-5715,16,128,N
VM-5716,4,9,N
VM-5717,2,8,N
VM-5718,4,32,N
VM-5719,2,8,N
VM-5720,8,56,N
VM-5721,2,8,N
VM-5722,2,8,N
VM-5723,8,56,N
VM-5724,2,8,N
VM-5725,2,64,N
VM-5726,2,8,N
VM-5727,4,8,N
VM-5728,2,8,N
VM-5729,2,8,N
VM-5730,4,28,N
VM-5731,2,8,N
VM-5732,16,128,N
VM-5733,2,8,N
VM-5734,2,8,N
VM-5735,1,1,N
VM-5736,2,8,N
VM-5737,2,8,N
VM-5738,4,24,N
VM-5739,2,8,N
VM-5740,4,16,N
VM-5741,2,8,N
VM-5742,2,8,N
VM-5743,2,8,N
VM-5744,4,10,N
VM-5745,2,8,N
VM-5746,2,8,N
VM-5747,4,48,N
VM-5748,1,4,N
VM-5749,2,8,N
VM-5750,8,8,N
VM-5751,2,8,N
VM-5752,8,24,N
VM-5753,2,8,N
VM-5754,4,8,N
VM-5755,8,12,N
VM-5756,2,8,N
VM-5757,4,8,N
VM-5758,2,8,N
VM-5759,8,12,N
VM-5760,2,8,N
VM-5761,2,8,N
VM-5762,2,8,N
VM-5763,2,8,N
VM-5764,2,8,N
VM-5765,2,8,N
VM-5766,2,8,N
VM-5767,2,2,N
VM-5768,2,8,N
VM-5769,1,2,N
VM-5770,2,8,N
VM-5771,2,8,N
VM-5772,2,8,N
VM-5773,2,8,N
VM-5774,2,8,N
VM-5775,2,8,N
VM-5776,2,8,N
VM-5777,2,8,N
VM-5778,2,8,N
VM-5779,2,8,N
VM-5780,2,8,N
VM-5781,2,8,N
VM-5782,2,8,N
VM-5783,2,8,N
VM-5784,2,8,N
VM-5785,2,8,N
VM-5786,2,8,N
VM-5787,2,8,N
VM-5788,2,8,N
VM-5789,2,2,N
VM-5790,2,8,N
VM-5791,2,2,N
VM-5792,2,8,N
VM-5793,2,8,N
VM-5794,2,2,N
VM-5795,2,8,N
VM-5796,2,8,N
VM-5797,2,8,N
VM-5798,2,2,N
VM-5799,2,8,N
VM-5800,2,8,N
VM-5801,2,8,N
VM-5802,2,8,N
VM-5803,2,8,N
VM-5804,2,8,N
VM-5805,2,8,N
VM-5806,2,8,N
VM-5807,2,8,N
VM-5808,2,8,N
VM-5809,2,8,N
VM-5810,2,8,N
VM-5811,2,8,N
VM-5812,2,8,N
VM-5813,2,8,N
VM-5814,2,8,N
VM-5815,2,8,N
VM-5816,2,8,N
VM-5817,2,8,N
VM-5818,4,32,N
VM-5819,2,8,N
VM-5820,2,8,N
VM-5821,2,8,N
VM-5822,2,8,N
VM-5823,2,8,N
VM-5824,2,8,N
VM-5825,2,8,N
VM-5826,2,8,N
VM-5827,2,8,N
VM-5828,2,8,N
VM-5829,2,8,N
VM-5830,2,8,N
VM-5831,2,8,N
VM-5832,2,8,N
VM-5833,2,8,N
VM-5834,2,8,N
VM-5835,2,8,N
VM-5836,2,8,N
VM-5837,2,8,N
VM-5838,2,8,N
VM-5839,2,2,N
VM-5840,2,8,N
VM-5841,2,8,N
VM-5842,2,8,N
VM-5843,2,8,N
VM-5844,2,8,N
VM-5845,2,8,N
VM-5846,2,8,N
VM-5847,2,8,N
VM-5848,2,8,N
VM-5849,2,8,N
VM-5850,2,4,N
VM-5851,2,16,N
VM-5852,2,8,N
VM-5853,1,3,N
VM-5854,2,8,N
VM-5855,1,3,N
VM-5856,2,8,N
VM-5857,2,16,N
VM-5858,2,8,N
VM-5859,2,16,N
VM-5860,2,8,N
VM-5861,2,16,N
VM-5862,1,3,N
VM-5863,2,8,N
VM-5864,1,3,N
VM-5865,1,3,N
VM-5866,2,8,N
VM-5867,1,3,N
VM-5868,2,16,N
VM-5869,2,8,N
VM-5870,1,3,N
VM-5871,2,8,N
VM-5872,2,16,N
VM-5873,2,8,N
VM-5874,1,3,N
VM-5875,2,8,N
VM-5876,1,3,N
VM-5877,2,8,N
VM-5878,1,3,N
VM-5879,2,8,N
VM-5880,1,3,N
VM-5881,2,16,N
VM-5882,2,8,N
VM-5883,2,16,N
VM-5884,1,3,N
VM-5885,2,16,N
VM-5886,2,16,N
VM-5887,2,8,N
VM-5888,2,8,N
VM-5889,2,8,N
VM-5890,2,8,N
VM-5891,2,8,N
VM-5892,2,8,N
VM-5893,2,8,N
VM-5894,2,8,N
VM-5895,2,8,N
VM-5896,2,8,N
VM-5897,2,8,N
VM-5898,2,8,N
VM-5899,2,8,N
VM-5900,2,4,N
VM-5901,2,8,N
VM-5902,2,8,N
VM-5903,2,8,N
VM-5904,2,8,N
VM-5905,2,8,N
VM-5906,2,8,N
VM-5907,2,8,N
VM-5908,2,8,N
VM-5909,2,8,N
VM-5910,2,8,N
VM-5911,2,8,N
VM-5912,2,8,N
VM-5913,4,7,N
VM-5914,2,8,N
VM-5915,2,8,N
VM-5916,2,4,N
VM-5917,2,8,N
VM-5918,2,16,N
VM-5919,2,4,N
VM-5920,2,4,N
VM-5921,2,8,N
VM-5922,2,4,N
VM-5923,2,8,N
VM-5924,2,4,N
VM-5925,2,8,N
VM-5926,8,14,N
VM-5927,2,8,N
VM-5928,4,7,N
VM-5929,2,8,N
VM-5930,4,7,N
VM-5931,2,8,N
VM-5932,4,14,N
VM-5933,2,8,N
VM-5934,2,8,N
VM-5935,2,8,N
VM-5936,4,7,N
VM-5937,2,8,N
VM-5938,8,14,N
VM-5939,2,8,N
VM-5940,8,14,N
VM-5941,4,7,N
VM-5942,2,4,N
VM-5943,2,8,N
VM-5944,2,4,N
VM-5945,2,8,N
VM-5946,2,4,N
VM-5947,4,32,N
VM-5948,2,8,N
VM-5949,8,14,N
VM-5950,2,4,N
VM-5951,2,8,N
VM-5952,4,12,N
VM-5953,2,8,N
VM-5954,8,14,N
VM-5955,2,4,N
VM-5956,8,14,N
VM-5957,2,8,N
VM-5958,8,14,N
VM-5959,2,8,N
VM-5960,14,256,N
VM-5961,2,8,N
VM-5962,2,8,N
VM-5963,2,8,N
VM-5964,2,8,N
VM-5965,8,56,N
VM-5966,2,4,N
VM-5967,2,4,N
VM-5968,2,4,N
VM-5969,2,4,N
VM-5970,1,6,N
VM-5971,2,4,N
VM-5972,2,4,N
VM-5973,2,4,N
VM-5974,2,4,N
VM-5975,2,4,N
VM-5976,6,64,N
VM-5977,6,64,N
VM-5978,4,7,N
VM-5979,2,4,N
VM-5980,1,2,N
VM-5981,4,7,N
VM-5982,4,7,N
VM-5983,4,7,N
VM-5984,4,7,N
VM-5985,8,14,N
VM-5986,4,7,N
VM-5987,4,7,N
VM-5988,2,4,N
VM-5989,4,8,N
VM-5990,2,8,N
VM-5991,2,4,N
VM-5992,8,16,N
VM-5993,4,32,N
VM-5994,4,7,N
VM-5995,8,64,N
VM-5996,8,16,N
VM-5997,8,16,N
VM-5998,2,8,N
VM-5999,4,8,N
VM-6000,2,8,N
VM-6001,4,8,N
VM-6002,2,8,N
VM-6003,4,32,N
VM-6004,2,8,N
VM-6005,4,32,N
VM-6006,2,8,N
VM-6007,4,32,N
VM-6008,2,8,N
VM-6009,4,32,N
VM-6010,4,32,N
VM-6011,2,8,N
VM-6012,4,32,N
VM-6013,2,8,N
VM-6014,2,16,N
VM-6015,8,16,N
VM-6016,2,8,N
VM-6017,8,14,N
VM-6018,2,8,N
VM-6019,4,16,N
VM-6020,2,8,N
VM-6021,4,16,N
VM-6022,2,8,N
VM-6023,8,64,N
VM-6024,2,8,N
VM-6025,4,16,N
VM-6026,2,8,N
VM-6027,4,32,N
VM-6028,2,8,N
VM-6029,4,32,N
VM-6030,2,8,N
VM-6031,2,8,N
VM-6032,8,64,N
VM-6033,2,8,N
VM-6034,8,64,N
VM-6035,2,8,N
VM-6036,4,32,N
VM-6037,2,8,N
VM-6038,4,32,N
VM-6039,2,8,N
VM-6040,12,192,N
VM-6041,2,8,N
VM-6042,2,8,N
VM-6043,2,8,N
VM-6044,4,7,N
VM-6045,2,8,N
VM-6046,4,8,N
VM-6047,2,8,N
VM-6048,4,16,N
VM-6049,2,8,N
VM-6050,2,16,N
VM-6051,4,8,N
VM-6052,2,8,N
VM-6053,4,32,N
VM-6054,2,8,N
VM-6055,1,4,N
VM-6056,2,8,N
VM-6057,4,16,N
VM-6058,2,8,N
VM-6059,16,128,N
VM-6060,8,14,N
VM-6061,2,16,N
VM-6062,2,8,N
VM-6063,4,8,N
VM-6064,2,8,N
VM-6065,16,128,N
VM-6066,1,4,N
VM-6067,2,6,N
VM-6068,2,8,N
VM-6069,4,16,N
VM-6070,2,8,N
VM-6071,8,64,N
VM-6072,2,8,N
VM-6073,8,32,N
VM-6074,2,8,N
VM-6075,4,32,N
VM-6076,2,8,N
VM-6077,1,2,N
VM-6078,2,8,N
VM-6079,2,6,N
VM-6080,2,8,N
VM-6081,2,16,N
VM-6082,2,8,N
VM-6083,2,8,N
VM-6084,2,4,N
VM-6085,2,6,N
VM-6086,2,8,N
VM-6087,4,12,N
VM-6088,2,8,N
VM-6089,4,8,N
VM-6090,2,8,N
VM-6091,4,10,N
VM-6092,2,8,N
VM-6093,4,16,N
VM-6094,2,8,N
VM-6095,2,4,N
VM-6096,2,8,N
VM-6097,8,32,N
VM-6098,2,8,N
VM-6099,4,7,N
VM-6100,2,8,N
VM-6101,2,8,N
VM-6102,4,7,N
VM-6103,2,8,N
VM-6104,2,4,N
VM-6105,2,32,N
VM-6106,2,8,N
VM-6107,2,4,N
VM-6108,2,8,N
VM-6109,2,8,N
VM-6110,4,16,N
VM-6111,1,4,N
VM-6112,2,8,N
VM-6113,2,8,N
VM-6114,4,50,N
VM-6115,4,8,N
VM-6116,2,8,N
VM-6117,4,16,N
VM-6118,2,8,N
VM-6119,2,4,N
VM-6120,8,12,N
VM-6121,2,8,N
VM-6122,4,8,N
VM-6123,2,8,N
VM-6124,2,8,N
VM-6125,2,4,N
VM-6126,2,6,N
VM-6127,2,4,N
VM-6128,1,8,N
VM-6129,2,8,N
VM-6130,2,4,N
VM-6131,8,32,N
VM-6132,2,8,N
VM-6133,4,12,N
VM-6134,2,8,N
VM-6135,4,28,N
VM-6136,8,16,N
VM-6137,2,8,N
VM-6138,2,8,N
VM-6139,8,14,N
VM-6140,4,32,N
VM-6141,2,8,N
VM-6142,2,4,N
VM-6143,2,8,N
VM-6144,1,8,N
VM-6145,4,8,N
VM-6146,8,14,N
VM-6147,4,32,N
VM-6148,4,16,N
VM-6149,8,60,N
VM-6150,2,16,N
VM-6151,8,4,N
VM-6152,2,8,N
VM-6153,2,4,N
VM-6154,2,16,N
VM-6155,2,16,N
VM-6156,2,8,N
VM-6157,2,8,N
VM-6158,2,16,N
VM-6159,4,7,N
VM-6160,2,8,N
VM-6161,4,4,N
VM-6162,4,16,N
VM-6163,2,8,N
VM-6164,2,8,N
VM-6165,4,8,N
VM-6166,4,16,N
VM-6167,2,4,N
VM-6168,2,8,N
VM-6169,4,8,N
VM-6170,4,16,N
VM-6171,16,128,N
VM-6172,4,16,N
VM-6173,12,192,N
VM-6174,2,8,N
VM-6175,1,4,N
VM-6176,4,16,N
VM-6177,16,256,N
VM-6178,2,16,N
VM-6179,2,16,N
VM-6180,2,8,N
VM-6181,2,8,N
VM-6182,2,4,N
VM-6183,2,8,N
VM-6184,2,8,N
VM-6185,2,8,N
VM-6186,2,16,N
VM-6187,2,8,N
VM-6188,8,96,N
VM-6189,2,8,N
VM-6190,2,4,N
VM-6191,2,8,N
VM-6192,2,4,N
VM-6193,2,8,N
VM-6194,8,32,N
VM-6195,2,8,N
VM-6196,1,4,N
VM-6197,2,8,N
VM-6198,8,64,N
VM-6199,4,16,N
VM-6200,8,64,N
VM-6201,2,8,N
VM-6202,1,4,N
VM-6203,4,16,N
VM-6204,2,4,N
VM-6205,2,8,N
VM-6206,4,8,N
VM-6207,4,16,N
VM-6208,2,20,N
VM-6209,2,8,N
VM-6210,2,8,N
VM-6211,4,8,N
VM-6212,2,8,N
VM-6213,4,8,N
VM-6214,2,16,N
VM-6215,2,8,N
VM-6216,4,32,N
VM-6217,4,16,N
VM-6218,12,192,N
VM-6219,4,16,N
VM-6220,2,4,N
VM-6221,2,8,N
VM-6222,4,7,N
VM-6223,2,8,N
VM-6224,8,4,N
VM-6225,2,8,N
VM-6226,4,8,N
VM-6227,2,8,N
VM-6228,2,4,N
VM-6229,4,16,N
VM-6230,4,4,N
VM-6231,2,8,N
VM-6232,8,64,N
VM-6233,2,8,N
VM-6234,6,16,N
VM-6235,2,8,N
VM-6236,2,8,N
VM-6237,4,16,N
VM-6238,4,16,N
VM-6239,1,4,N
VM-6240,2,8,N
VM-6241,2,4,N
VM-6242,2,8,N
VM-6243,4,16,N
VM-6244,2,8,N
VM-6245,2,6,N
VM-6246,2,8,N
VM-6247,1,4,N
VM-6248,2,8,N
VM-6249,4,7,N
VM-6250,2,8,N
VM-6251,2,4,N
VM-6252,2,8,N
VM-6253,4,32,N
VM-6254,2,8,N
VM-6255,6,8,N
VM-6256,4,16,N
VM-6257,16,128,N
VM-6258,2,8,N
VM-6259,8,14,N
VM-6260,2,8,N
VM-6261,2,8,N
VM-6262,4,16,N
VM-6263,2,8,N
VM-6264,1,2,N
VM-6265,2,8,N
VM-6266,4,16,N
VM-6267,4,16,N
VM-6268,8,64,N
VM-6269,2,8,N
VM-6270,2,6,N
VM-6271,2,8,N
VM-6272,8,14,N
VM-6273,4,16,N
VM-6274,2,8,N
VM-6275,2,8,N
VM-6276,2,8,N
VM-6277,2,8,N
VM-6278,8,16,N
VM-6279,2,8,N
VM-6280,8,56,N
VM-6281,2,8,N
VM-6282,8,60,N
VM-6283,2,8,N
VM-6284,8,64,N
VM-6285,2,8,N
VM-6286,8,64,N
VM-6287,2,8,N
VM-6288,4,8,N
VM-6289,2,8,N
VM-6290,2,4,N
VM-6291,4,16,N
VM-6292,12,192,N
VM-6293,2,8,N
VM-6294,2,4,N
VM-6295,2,8,N
VM-6296,4,16,N
VM-6297,2,8,N
VM-6298,2,8,N
VM-6299,4,16,N
VM-6300,4,8,N
VM-6301,2,8,N
VM-6302,2,8,N
VM-6303,2,4,N
VM-6304,2,8,N
VM-6305,4,28,N
VM-6306,2,8,N
VM-6307,4,7,N
VM-6308,2,8,N
VM-6309,2,16,N
VM-6310,2,8,N
VM-6311,4,16,N
VM-6312,2,8,N
VM-6313,4,32,N
VM-6314,2,8,N
VM-6315,2,16,N
VM-6316,2,8,N
VM-6317,2,8,N
VM-6318,4,16,N
VM-6319,2,4,N
VM-6320,4,16,N
VM-6321,2,8,N
VM-6322,6,64,N
VM-6323,4,16,N
VM-6324,2,8,N
VM-6325,2,8,N
VM-6326,4,16,N
VM-6327,2,8,N
VM-6328,4,8,N
VM-6329,2,8,N
VM-6330,2,8,N
VM-6331,2,8,N
VM-6332,2,4,N
VM-6333,4,16,N
VM-6334,4,8,N
VM-6335,2,8,N
VM-6336,4,16,N
VM-6337,2,8,N
VM-6338,2,4,N
VM-6339,4,16,N
VM-6340,8,32,N
VM-6341,4,16,N
VM-6342,2,4,N
VM-6343,2,8,N
VM-6344,4,8,N
VM-6345,2,8,N
VM-6346,2,6,N
VM-6347,2,8,N
VM-6348,4,7,N
VM-6349,2,8,N
VM-6350,2,64,N
VM-6351,2,8,N
VM-6352,2,4,N
VM-6353,2,8,N
VM-6354,8,32,N
VM-6355,2,8,N
VM-6356,4,7,N
VM-6357,2,8,N
VM-6358,4,7,N
VM-6359,2,8,N
VM-6360,4,16,N
VM-6361,2,8,N
VM-6362,4,8,N
VM-6363,2,8,N
VM-6364,2,8,N
VM-6365,4,16,N
VM-6366,4,16,N
VM-6367,4,8,N
VM-6368,4,16,N
VM-6369,4,8,N
VM-6370,2,8,N
VM-6371,2,4,N
VM-6372,2,8,N
VM-6373,8,8,N
VM-6374,2,8,N
VM-6375,4,16,N
VM-6376,2,8,N
VM-6377,2,24,N
VM-6378,2,8,N
VM-6379,8,14,N
VM-6380,2,8,N
VM-6381,1,8,N
VM-6382,2,8,N
VM-6383,2,8,N
VM-6384,4,16,N
VM-6385,8,48,N
VM-6386,2,8,N
VM-6387,2,8,N
VM-6388,2,16,N
VM-6389,2,16,N
VM-6390,2,8,N
VM-6391,2,8,N
VM-6392,2,8,N
VM-6393,4,28,N
VM-6394,2,8,N
VM-6395,2,8,N
VM-6396,4,16,N
VM-6397,1,4,N
VM-6398,2,8,N
VM-6399,4,8,N
VM-6400,2,4,N
VM-6401,4,16,N
VM-6402,2,16,N
VM-6403,2,8,N
VM-6404,2,8,N
VM-6405,2,8,N
VM-6406,2,8,N
VM-6407,4,16,N
VM-6408,2,16,N
VM-6409,2,16,N
VM-6410,4,50,N
VM-6411,4,16,N
VM-6412,2,8,N
VM-6413,2,4,N
VM-6414,2,8,N
VM-6415,4,4,N
VM-6416,2,16,N
VM-6417,1,4,N
VM-6418,2,8,N
VM-6419,2,4,N
VM-6420,4,24,N
VM-6421,4,8,N
VM-6422,2,8,N
VM-6423,2,8,N
VM-6424,4,16,N
VM-6425,2,8,N
VM-6426,2,16,N
VM-6427,2,8,N
VM-6428,2,8,N
VM-6429,2,8,N
VM-6430,4,8,N
VM-6431,2,4,N
VM-6432,4,16,N
VM-6433,2,8,N
VM-6434,2,8,N
VM-6435,8,64,N
VM-6436,2,8,N
VM-6437,2,4,N
VM-6438,4,24,N
VM-6439,8,8,N
VM-6440,2,8,N
VM-6441,2,8,N
VM-6442,2,8,N
VM-6443,3,4,N
VM-6444,2,8,N
VM-6445,2,4,N
VM-6446,4,16,N
VM-6447,2,4,N
VM-6448,2,8,N
VM-6449,4,16,N
VM-6450,4,7,N
VM-6451,2,8,N
VM-6452,2,4,N
VM-6453,2,8,N
VM-6454,8,64,N
VM-6455,2,8,N
VM-6456,8,16,N
VM-6457,8,56,N
VM-6458,2,8,N
VM-6459,2,4,N
VM-6460,2,8,N
VM-6461,4,16,N
VM-6462,4,16,N
VM-6463,8,14,N
VM-6464,2,8,N
VM-6465,4,16,N
VM-6466,2,4,N
VM-6467,4,32,N
VM-6468,2,8,N
VM-6469,4,8,N
VM-6470,2,4,N
VM-6471,10,14,N
VM-6472,2,4,N
VM-6473,12,192,N
VM-6474,2,4,N
VM-6475,4,8,N
VM-6476,2,8,N
VM-6477,1,2,N
VM-6478,4,16,N
VM-6479,8,32,N
VM-6480,2,8,N
VM-6481,12,192,N
VM-6482,2,16,N
VM-6483,2,8,N
VM-6484,2,4,N
VM-6485,2,8,N
VM-6486,2,4,N
VM-6487,2,8,N
VM-6488,4,32,N
VM-6489,2,8,N
VM-6490,2,8,N
VM-6491,2,8,N
VM-6492,2,8,N
VM-6493,4,32,N
VM-6494,2,16,N
VM-6495,2,4,N
VM-6496,2,8,N
VM-6497,16,32,N
VM-6498,4,16,N
VM-6499,4,16,N
VM-6500,2,64,N
VM-6501,4,16,N
VM-6502,4,8,N
VM-6503,2,8,N
VM-6504,4,16,N
VM-6505,4,8,N
VM-6506,2,8,N
VM-6507,8,64,N
VM-6508,2,8,N
VM-6509,2,4,N
VM-6510,2,3,N
VM-6511,2,8,N
VM-6512,2,3,N
VM-6513,2,8,N
VM-6514,2,16,N
VM-6515,8,4,N
VM-6516,4,16,N
VM-6517,8,14,N
VM-6518,4,32,N
VM-6519,4,32,N
VM-6520,2,3,N
VM-6521,2,4,N
VM-6522,2,16,N
VM-6523,1,2,N
VM-6524,4,16,N
VM-6525,2,4,N
VM-6526,2,8,N
VM-6527,2,9,N
VM-6528,4,16,N
VM-6529,4,7,N
VM-6530,4,16,N
VM-6531,8,32,N
VM-6532,2,8,N
VM-6533,8,32,N
VM-6534,2,8,N
VM-6535,2,8,N
VM-6536,2,8,N
VM-6537,4,16,N
VM-6538,4,16,N
VM-6539,2,4,N
VM-6540,2,8,N
VM-6541,2,8,N
VM-6542,1,2,N
VM-6543,2,8,N
VM-6544,12,192,N
VM-6545,4,16,N
VM-6546,2,8,N
VM-6547,2,8,N
VM-6548,8,32,N
VM-6549,2,8,N
VM-6550,2,4,N
VM-6551,4,16,N
VM-6552,2,8,N
VM-6553,2,12,N
VM-6554,4,8,N
VM-6555,2,8,N
VM-6556,2,12,N
VM-6557,2,8,N
VM-6558,4,8,N
VM-6559,4,16,N
VM-6560,2,8,N
VM-6561,2,16,N
VM-6562,6,16,N
VM-6563,2,8,N
VM-6564,8,32,N
VM-6565,2,8,N
VM-6566,4,32,N
VM-6567,2,16,N
VM-6568,2,8,N
VM-6569,2,8,N
VM-6570,2,8,N
VM-6571,2,8,N
VM-6572,2,8,N
VM-6573,2,8,N
VM-6574,10,14,N
VM-6575,2,4,N
VM-6576,8,128,N
VM-6577,4,16,N
VM-6578,4,32,N
VM-6579,2,8,N
VM-6580,2,16,N
VM-6581,2,8,N
VM-6582,8,14,N
VM-6583,2,8,N
VM-6584,12,192,N
VM-6585,2,8,N
VM-6586,4,7,N
VM-6587,4,16,N
VM-6588,2,4,N
VM-6589,4,16,N
VM-6590,4,8,N
VM-6591,2,8,N
VM-6592,2,4,N
VM-6593,2,8,N
VM-6594,2,16,N
VM-6595,2,8,N
VM-6596,1,4,N
VM-6597,2,8,N
VM-6598,2,8,N
VM-6599,2,16,N
VM-6600,8,48,N
VM-6601,2,8,N
VM-6602,2,4,N
VM-6603,2,8,N
VM-6604,2,8,N
VM-6605,4,16,N
VM-6606,4,16,N
VM-6607,8,64,N
VM-6608,6,16,N
VM-6609,4,28,N
VM-6610,2,8,N
VM-6611,8,14,N
VM-6612,2,16,N
VM-6613,4,8,N
VM-6614,2,8,N
VM-6615,2,4,N
VM-6616,2,16,N
VM-6617,4,32,N
VM-6618,2,8,N
VM-6619,8,14,N
VM-6620,2,8,N
VM-6621,4,16,N
VM-6622,2,8,N
VM-6623,2,8,N
VM-6624,2,4,N
VM-6625,2,16,N
VM-6626,1,2,N
VM-6627,4,16,N
VM-6628,2,4,N
VM-6629,2,8,N
VM-6630,4,32,N
VM-6631,2,8,N
VM-6632,2,4,N
VM-6633,2,8,N
VM-6634,2,8,N
VM-6635,4,8,N
VM-6636,4,16,N
VM-6637,2,4,N
VM-6638,2,8,N
VM-6639,8,64,N
VM-6640,2,8,N
VM-6641,16,32,N
VM-6642,2,8,N
VM-6643,1,4,N
VM-6644,2,8,N
VM-6645,2,4,N
VM-6646,4,16,N
VM-6647,8,24,N
VM-6648,2,16,N
VM-6649,2,8,N
VM-6650,2,4,N
VM-6651,2,8,N
VM-6652,2,4,N
VM-6653,2,8,N
VM-6654,1,4,N
VM-6655,2,8,N
VM-6656,2,4,N
VM-6657,2,8,N
VM-6658,2,4,N
VM-6659,2,3,N
VM-6660,8,64,N
VM-6661,4,12,N
VM-6662,2,4,N
VM-6663,4,16,N
VM-6664,1,4,N
VM-6665,2,8,N
VM-6666,8,14,N
VM-6667,2,8,N
VM-6668,8,32,N
VM-6669,2,8,N
VM-6670,8,8,N
VM-6671,4,16,N
VM-6672,2,8,N
VM-6673,4,16,N
VM-6674,4,12,N
VM-6675,4,16,N
VM-6676,2,8,N
VM-6677,2,4,N
VM-6678,2,8,N
VM-6679,4,16,N
VM-6680,2,8,N
VM-6681,2,4,N
VM-6682,2,8,N
VM-6683,2,8,N
VM-6684,2,8,N
VM-6685,4,8,N
VM-6686,2,4,N
VM-6687,2,8,N
VM-6688,8,16,N
VM-6689,2,8,N
VM-6690,4,32,N
VM-6691,2,8,N
VM-6692,8,32,N
VM-6693,2,8,N
VM-6694,2,6,N
VM-6695,2,8,N
VM-6696,8,14,N
VM-6697,2,8,N
VM-6698,4,16,N
VM-6699,2,8,N
VM-6700,4,8,N
VM-6701,2,8,N
VM-6702,8,14,N
VM-6703,4,16,N
VM-6704,4,16,N
VM-6705,2,8,N
VM-6706,2,4,N
VM-6707,2,8,N
VM-6708,4,16,N
VM-6709,4,16,N
VM-6710,2,12,N
VM-6711,2,8,N
VM-6712,2,4,N
VM-6713,4,12,N
VM-6714,2,8,N
VM-6715,4,8,N
VM-6716,4,16,N
VM-6717,4,16,N
VM-6718,4,4,N
VM-6719,2,8,N
VM-6720,4,8,N
VM-6721,4,16,N
VM-6722,2,6,N
VM-6723,4,16,N
VM-6724,2,4,N
